CASENUM,VEH_NO,PER_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,MPR_ACT,PSUSTRAT,WEIGHT
201701395492,0,1,4,56,206,206,1,2,3,20,27.561244315
201701396176,0,1,1,34,1678,34,1,2,3,1,25.29821519
201701396351,0,1,3,83,2810,83,1,2,3,13,23.174216435
201701396446,0,1,2,27,905,27,1,10,3,6,201.4770617
201701396462,0,1,1,34,1678,34,1,2,99,1,25.29821519
201701396491,0,1,2,67,1919,67,1,2,5,8,23.019097849
201701396557,0,1,1,34,1678,34,1,2,6,1,25.29821519
201701396587,0,1,4,60,257,60,1,2,3,21,27.833767484
201701396616,0,1,3,65,2851,65,1,2,3,13,23.546493198
201701397018,0,1,3,33,1484,33,1,2,3,11,23.190145816
201701397457,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701397523,0,1,3,17,1053,17,1,8,3,15,123.04885818
201701397651,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701397653,0,1,4,41,165,41,1,2,3,22,25.079944224
201701398002,0,1,4,56,206,206,1,2,6,20,27.561244315
201701398008,0,1,4,56,206,206,1,2,3,20,27.561244315
201701398008,0,2,4,56,206,206,1,2,3,20,27.561244315
201701398478,0,1,1,66,1764,66,1,2,3,1,25.275936572
201701398570,0,1,4,60,257,60,1,2,3,21,27.833767484
201701398618,0,1,1,66,1764,66,1,2,3,1,25.275936572
201701398742,0,1,1,66,1764,66,1,2,5,1,25.275936572
201701399148,0,1,4,46,353,46,1,2,6,22,25.256335564
201701399148,0,2,4,46,353,46,1,2,6,22,25.256335564
201701399148,0,3,4,46,353,46,1,2,6,22,25.256335564
201701399330,0,1,4,46,338,46,1,2,3,22,66.616554623
201701399422,0,1,1,66,1766,66,1,2,3,1,25.275936572
201701399590,0,1,3,65,2851,65,1,2,3,13,23.546493198
201701399655,0,1,4,46,353,46,1,2,9,22,25.256335564
201701399902,0,1,3,63,2907,63,2,2,3,16,24.02965104
201701400178,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701400285,0,1,2,67,1919,67,1,2,3,8,23.019097849
201701400371,0,1,1,66,1766,66,1,2,16,1,25.275936572
201701400738,0,1,4,41,161,41,1,2,5,22,25.079944224
201701400827,0,1,4,41,161,41,1,2,3,22,25.079944224
201701400885,0,1,4,41,161,41,1,2,3,22,25.079944224
201701401016,0,1,4,41,159,41,1,2,3,22,25.079944223
201701401139,0,1,4,56,206,206,1,2,98,20,27.561244315
201701401142,0,1,4,56,206,206,1,2,8,20,27.561244315
201701401187,0,1,1,13,1208,13,1,2,5,3,24.157346063
201701401187,0,2,1,13,1208,13,1,2,5,3,24.157346063
201701401259,0,1,1,13,1208,13,1,2,5,3,24.157346063
201701401266,0,1,1,13,1208,13,1,2,5,3,24.157346063
201701401298,0,1,3,28,437,28,1,2,3,11,23.441373985
201701402359,0,1,3,38,573,38,1,2,5,14,23.612683469
201701402675,0,1,3,38,573,38,1,2,8,14,23.612683469
201701402685,0,1,1,15,2513,15,2,2,3,5,22.366102021
201701402761,0,1,3,65,2851,65,1,2,3,13,23.546493198
201701402863,0,1,1,66,1766,66,1,2,3,1,25.275936572
201701402944,0,1,1,76,2286,76,1,2,14,2,24.60487595
201701402975,0,1,4,10,322,10,1,2,3,21,29.810851247
201701403038,0,1,1,66,1763,66,1,2,16,1,25.275936572
201701403096,0,1,1,80,1800,80,1,2,9,2,24.147499322
201701403096,0,2,1,80,1800,80,1,2,9,2,24.147499322
201701403096,0,3,1,80,1800,80,1,2,9,2,24.147499322
201701403113,0,1,1,66,1763,66,1,2,3,1,25.275936572
201701403196,0,1,1,66,1763,66,1,2,9,1,25.275936572
201701403262,0,1,1,66,1762,66,1,2,16,1,25.275936572
201701403303,0,1,1,66,1762,66,1,2,3,1,25.275936572
201701403312,0,1,1,66,1762,66,1,2,3,1,25.275936572
201701403361,0,1,4,10,329,10,1,2,2,21,29.810851246
201701403546,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701403727,0,1,3,33,1484,33,1,2,5,11,23.190145816
201701403739,0,1,1,66,1762,66,1,2,16,1,25.275936572
201701403837,0,1,3,17,1053,17,1,2,16,15,22.912320692
201701404292,0,1,3,17,1053,17,1,2,14,15,23.584141034
201701404597,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701404806,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701404867,0,1,4,24,170,24,2,2,3,24,22.628301708
201701404925,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701405169,0,1,3,17,1053,17,1,2,98,15,23.584141034
201701405302,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701406024,0,1,3,17,1053,17,1,2,5,15,22.912320692
201701406181,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701406518,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701406552,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701406965,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701406965,0,2,1,66,1757,66,1,2,3,1,25.275936573
201701407077,0,1,3,17,1053,17,1,2,12,15,23.584141034
201701407077,0,2,3,17,1053,17,1,2,12,15,23.584141034
201701407196,0,1,3,17,1053,17,1,2,98,15,23.584141034
201701407267,0,1,3,17,1053,17,1,2,5,15,23.584141034
201701407391,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701407401,0,1,1,66,1757,66,1,2,11,1,25.275936573
201701407443,0,1,1,80,1800,80,1,2,5,2,24.147499322
201701407504,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701407540,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701407552,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701407555,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701407639,0,1,4,24,170,24,2,2,3,24,22.628301708
201701407848,0,1,4,41,159,41,1,2,3,22,25.079944223
201701407935,0,1,4,41,159,41,1,2,3,22,25.079944223
201701407970,0,1,4,24,170,24,2,2,3,24,22.628301708
201701407999,0,1,4,24,170,24,2,2,3,24,22.628301708
201701408007,0,1,4,24,170,24,2,2,3,24,22.628301708
201701408618,0,1,3,28,440,28,1,2,98,11,23.441373985
201701408670,0,1,3,28,432,28,1,2,3,11,23.441373985
201701409158,0,1,3,40,3076,40,1,2,3,15,23.201763174
201701409158,0,2,3,40,3076,40,1,2,3,15,23.201763174
201701409255,0,1,3,12,455,12,1,2,3,12,23.507377501
201701409437,0,1,4,24,170,24,2,2,3,24,22.628301708
201701409498,0,1,4,24,170,24,2,2,5,24,22.628301708
201701409529,0,1,4,24,170,24,2,2,6,24,22.628301708
201701409567,0,1,4,24,170,24,2,2,3,24,22.628301708
201701409632,0,1,1,13,1207,13,1,2,3,3,24.157346062
201701409688,0,1,4,24,170,24,2,2,3,24,22.628301708
201701410582,0,1,3,48,87,48,1,2,5,12,23.857577604
201701410590,0,1,3,48,87,48,1,2,3,12,23.857577604
201701411026,0,1,4,56,206,206,1,2,3,20,27.561244315
201701411071,0,1,3,82,2152,82,2,2,8,19,23.014580738
201701411221,0,1,3,83,2810,83,1,2,8,13,23.853715915
201701411571,0,1,3,17,1053,17,1,2,8,15,23.584141034
201701411571,0,1,3,17,1053,17,1,2,11,15,23.584141034
201701412032,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701412111,0,1,2,67,1919,67,1,2,3,8,23.019097849
201701412135,0,1,3,83,2810,83,1,2,16,13,23.853715915
201701412146,0,1,3,65,2851,65,1,2,3,13,23.546493198
201701412179,0,1,4,46,336,46,1,2,3,22,25.256335563
201701412366,0,1,4,46,336,46,1,2,5,22,25.256335563
201701412403,0,1,4,46,336,46,1,2,3,22,25.256335563
201701412594,0,1,4,46,337,46,1,2,3,22,25.256335562
201701412654,0,1,4,46,337,46,1,2,3,22,25.256335562
201701412689,0,1,4,41,159,41,1,2,3,22,25.079944223
201701412694,0,1,3,83,2810,83,1,2,5,13,23.853715915
201701412731,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701412771,0,1,1,34,1688,34,1,2,5,1,25.298215189
201701412850,0,1,3,33,1484,33,1,2,3,11,23.190145816
201701412966,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701413018,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701413040,0,1,1,34,1688,34,1,2,5,1,25.298215189
201701413189,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701413210,0,1,4,60,257,60,1,2,3,21,27.833767484
201701413245,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701413304,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701413375,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701413412,0,1,1,34,1688,34,1,2,3,1,25.298215189
201701413460,0,1,4,46,337,46,1,2,3,22,25.256335562
201701413628,0,1,1,72,1741,72,1,2,3,1,24.639399691
201701413829,0,1,4,46,337,46,1,2,3,22,25.256335562
201701413851,0,1,3,83,2810,83,1,2,8,13,23.853715915
201701414105,0,1,4,10,329,10,1,2,3,21,29.810851246
201701414233,0,1,1,34,1692,34,1,2,3,1,25.298215189
201701414277,0,1,1,34,1692,34,1,2,3,1,25.298215189
201701414310,0,1,1,34,1692,34,1,2,5,1,25.298215189
201701414338,0,1,4,46,337,46,1,2,3,22,25.256335562
201701414390,0,1,4,46,337,46,1,2,9,22,25.256335562
201701414438,0,1,1,34,1692,34,1,2,3,1,26.767092543
201701414446,0,1,1,80,1800,80,1,2,6,2,24.147499322
201701414463,0,1,1,34,1692,34,1,2,3,1,25.298215189
201701414474,0,1,1,13,1207,13,1,2,99,3,24.157346062
201701414506,0,1,1,34,1692,34,1,2,3,1,25.298215189
201701414849,0,1,1,31,1710,31,1,2,8,2,24.503176566
201701414931,0,1,1,34,1695,34,1,2,8,1,25.29821519
201701415005,0,1,1,34,1695,34,1,2,3,1,25.29821519
201701415075,0,1,4,68,4056,68,1,2,3,23,31.102646209
201701415076,0,1,1,34,1695,34,1,2,11,1,25.29821519
201701415095,0,1,4,68,4056,68,1,2,3,23,31.102646209
201701415112,0,1,4,56,206,206,1,2,3,20,27.561244315
201701415127,0,1,3,82,2152,82,2,2,3,19,23.014580738
201701415129,0,1,3,82,2152,82,2,2,8,19,23.014580738
201701415293,0,1,3,28,437,28,1,2,3,11,23.441373985
201701415760,0,1,3,59,500,59,1,2,3,10,24.053779742
201701415896,0,1,3,33,1482,33,1,2,3,11,23.190145816
201701416020,0,1,1,72,1747,72,1,2,3,1,24.639399691
201701416439,0,1,3,52,606,52,2,2,5,18,73.479937349
201701416490,0,1,2,45,1290,45,2,2,99,9,23.024369741
201701416490,0,2,2,45,1290,45,2,2,99,9,23.024369741
201701416530,0,1,1,34,1695,34,1,2,3,1,25.29821519
201701416692,0,1,1,34,1695,34,1,2,8,1,25.29821519
201701416801,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701416801,0,1,1,72,1723,72,1,2,4,1,24.639399691
201701417251,0,1,4,46,337,46,1,2,3,22,25.256335562
201701417340,0,1,4,46,337,46,1,2,3,22,25.256335562
201701417439,0,1,3,35,2793,35,1,2,14,13,23.614015947
201701417442,0,1,4,46,337,46,1,2,3,22,25.256335562
201701417451,0,1,4,46,337,46,1,2,3,22,25.172187343
201701417603,0,1,1,80,1800,80,1,2,3,2,24.147499322
201701417801,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701417939,0,1,4,46,337,46,1,2,3,22,25.256335562
201701417967,0,1,4,46,337,46,1,2,5,22,25.256335562
201701418046,0,1,1,81,3133,81,2,10,3,4,209.82827035
201701418256,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701418329,0,1,1,34,1695,34,1,2,3,1,25.29821519
201701418487,0,1,1,34,1695,34,1,2,98,1,25.29821519
201701419117,0,1,3,33,1484,33,1,2,3,11,23.190145816
201701419490,0,1,3,51,1098,51,1,2,8,10,23.541237328
201701419597,0,1,3,51,1078,51,1,2,3,10,23.541237328
201701419684,0,1,3,51,1098,51,1,2,3,10,23.541237328
201701419754,0,1,3,51,1078,51,1,2,6,10,23.541237328
201701419825,0,1,3,51,1098,51,1,9,5,10,155.40726743
201701419965,0,1,3,51,1098,51,1,2,99,10,23.541237328
201701420029,0,1,1,34,1693,34,1,2,3,1,25.298215189
201701420121,0,1,3,51,1098,51,1,2,3,10,23.541237328
201701420248,0,1,1,34,1693,34,1,2,2,1,25.298215189
201701420342,0,1,3,51,1098,51,1,2,3,10,23.541237328
201701420382,0,1,3,51,1098,51,1,2,5,10,23.541237328
201701420460,0,1,3,51,1098,51,1,2,8,10,23.541237328
201701420523,0,1,1,34,1693,34,1,2,5,1,25.298215189
201701420542,0,1,1,34,1693,34,1,2,99,1,25.298215189
201701420553,0,1,1,34,1693,34,1,2,3,1,25.298215189
201701420593,0,1,1,34,1693,34,1,2,3,1,25.298215189
201701420599,0,1,1,34,1693,34,1,2,5,1,25.298215189
201701420604,0,1,1,34,1693,34,1,2,3,1,25.298215189
201701420610,0,1,1,34,1684,34,1,2,3,1,25.298215189
201701420630,0,1,1,34,1684,34,1,2,5,1,26.767092543
201701420676,0,1,4,56,206,206,1,2,3,20,27.561244315
201701420676,0,2,4,56,206,206,1,2,3,20,27.561244315
201701420759,0,1,4,56,206,206,1,2,8,20,27.561244315
201701420771,0,1,4,56,206,206,1,2,8,20,27.561244315
201701421708,0,1,4,44,388,44,2,2,3,25,23.029361188
201701421774,0,1,1,72,1723,72,1,2,3,1,26.070024577
201701422037,0,1,4,60,234,60,1,2,3,21,27.833767485
201701422154,0,1,3,35,2793,35,1,2,3,13,22.941344585
201701422467,0,1,1,34,1684,34,1,2,3,1,25.298215189
201701422585,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701422613,0,1,3,33,1484,33,1,2,5,11,23.190145816
201701422869,0,1,2,67,1919,67,1,2,3,8,23.019097849
201701423141,0,1,1,34,1684,34,1,2,11,1,25.298215189
201701423274,0,1,1,34,1684,34,1,2,3,1,25.298215189
201701423306,0,1,4,24,170,24,2,2,6,24,22.628301708
201701423485,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701423704,0,1,4,46,337,46,1,2,1,22,25.256335562
201701423994,0,1,4,46,337,46,1,2,3,22,25.256335562
201701424054,0,1,4,24,170,24,2,2,1,24,22.628301708
201701424054,0,1,4,24,170,24,2,2,3,24,22.628301708
201701424069,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701424126,0,1,1,34,1678,34,1,2,3,1,25.29821519
201701424134,0,1,4,46,337,46,1,2,6,22,25.256335562
201701424291,0,1,1,50,1646,50,2,2,3,4,22.963618595
201701424613,0,1,4,24,170,24,2,2,3,24,22.628301708
201701424695,0,1,1,34,1678,34,1,2,3,1,25.29821519
201701424696,0,1,4,41,162,41,1,2,3,22,25.079944224
201701424801,0,1,4,41,162,41,1,2,5,22,25.079944224
201701424970,0,1,4,68,4056,68,1,2,3,23,31.102646209
201701425013,0,1,4,68,4056,68,1,2,3,23,31.102646209
201701425098,0,1,1,13,1207,13,1,2,98,3,24.157346062
201701425118,0,1,3,30,3296,30,1,2,5,14,23.648805202
201701425271,0,1,4,56,206,206,1,2,3,20,27.561244315
201701425291,0,1,1,34,1678,34,1,2,14,1,25.29821519
201701425298,0,1,1,66,1766,66,1,2,5,1,25.275936572
201701425300,0,1,1,66,1766,66,1,2,3,1,25.275936572
201701425533,0,1,3,59,506,59,1,2,5,10,23.368581222
201701425916,0,1,3,12,455,12,1,2,5,12,23.507377501
201701425970,0,1,3,12,457,12,1,2,3,12,23.507377501
201701426389,0,1,1,66,1766,66,1,2,3,1,25.275936572
201701426563,0,1,1,50,1646,50,2,2,3,4,22.963618595
201701426568,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701426652,0,1,1,66,1766,66,1,2,3,1,25.275936572
201701426701,0,1,1,66,1766,66,1,2,5,1,25.275936572
201701426779,0,1,1,50,1635,50,2,2,3,4,22.963618596
201701426926,0,1,1,66,1764,66,1,2,3,1,25.275936572
201701427088,0,1,1,66,1764,66,1,2,3,1,25.275936572
201701427191,0,1,1,66,1764,66,1,2,3,1,25.275936572
201701427227,0,1,1,72,1723,72,1,2,14,1,24.639399691
201701427332,0,1,2,67,1925,67,1,2,3,8,24.396735444
201701427609,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701427699,0,1,2,67,1919,67,1,2,3,8,23.019097849
201701427982,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701428193,0,1,3,33,1484,33,1,2,3,11,23.190145816
201701428238,0,1,4,10,314,10,1,2,5,21,29.810851247
201701428360,0,1,4,68,4056,68,1,2,3,23,31.102646209
201701428367,0,1,1,31,1714,31,1,2,3,2,28.691755288
201701428428,0,1,1,66,1764,66,1,2,16,1,25.275936572
201701428609,0,1,1,80,1800,80,1,2,98,2,24.147499322
201701428711,0,1,2,67,1925,67,1,8,3,8,120.5459308
201701428766,0,1,3,17,1036,17,1,2,3,15,22.912320692
201701428783,0,1,3,17,1036,17,1,2,3,15,23.584141034
201701429849,0,1,4,41,159,41,1,2,3,22,25.079944223
201701429938,0,1,4,24,170,24,2,2,14,24,22.628301708
201701429990,0,1,4,24,170,24,2,2,3,24,22.628301708
201701430014,0,1,1,66,1763,66,1,2,5,1,25.275936572
201701430024,0,1,1,66,1763,66,1,2,3,1,25.275936572
201701430028,0,1,1,66,1763,66,1,2,3,1,25.275936572
201701430032,0,1,1,66,1763,66,1,2,11,1,25.275936572
201701430039,0,1,1,66,1763,66,1,2,3,1,25.275936572
201701430044,0,1,1,66,1763,66,1,2,5,1,25.275936572
201701430048,0,1,1,66,1762,66,1,2,3,1,25.275936572
201701430548,0,1,3,12,456,12,1,2,3,12,23.507377501
201701430797,0,1,3,28,448,28,1,2,3,11,23.441373985
201701430836,0,1,3,78,454,78,1,2,9,10,23.532293102
201701431354,0,1,1,13,1191,13,1,2,8,3,24.157346062
201701431544,0,1,1,66,1762,66,1,2,3,1,25.275936572
201701431585,0,1,1,66,1762,66,1,2,8,1,25.275936572
201701431726,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701431908,0,1,1,66,1762,66,1,2,3,1,25.275936572
201701431989,0,1,4,44,388,44,2,2,3,25,23.029361188
201701432353,0,1,1,66,1762,66,1,2,3,1,25.275936572
201701432480,0,1,2,25,1829,25,1,2,8,8,106.47798905
201701432557,0,1,1,66,1762,66,1,2,5,1,25.275936572
201701432574,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701432664,0,1,4,56,206,206,1,2,3,20,27.561244315
201701432707,0,1,4,46,362,46,1,2,5,22,25.256335562
201701432751,0,1,3,17,1050,17,1,2,98,15,22.912320692
201701432840,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701432890,0,1,4,68,4056,68,1,2,5,23,31.102646209
201701433155,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701433286,0,1,3,17,1053,17,1,2,11,15,23.584141034
201701433286,0,2,3,17,1053,17,1,2,11,15,23.584141034
201701433389,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701433659,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701433736,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701433739,0,1,3,38,573,38,1,2,5,14,23.612683469
201701434124,0,1,1,31,1714,31,1,2,3,2,28.691755288
201701434138,0,1,1,31,1714,31,1,2,3,2,28.691755288
201701434358,0,1,1,31,1708,31,1,2,3,2,24.503176565
201701434410,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701434543,0,1,2,67,1919,67,1,2,8,8,23.019097849
201701434543,0,1,2,67,1919,67,1,2,12,8,23.019097849
201701434610,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701434715,0,1,1,66,1757,66,1,2,11,1,25.275936573
201701434759,0,1,1,66,1757,66,1,2,8,1,25.275936573
201701434767,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701434771,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701434795,0,1,1,66,1757,66,1,2,3,1,25.275936573
201701434992,0,1,3,28,441,28,1,2,5,11,23.441373985
201701435423,0,1,3,28,448,28,1,2,5,11,23.441373985
201701435496,0,1,3,12,455,12,1,2,3,12,23.507377501
201701435504,0,1,3,17,1053,17,1,2,3,15,23.584141034
201701435509,0,1,4,68,4056,68,1,2,5,23,31.102646209
201701435615,0,1,4,41,161,41,1,2,3,22,25.079944224
201701435686,0,1,4,41,159,41,1,2,3,22,24.996383699
201701435716,0,1,3,55,1070,55,2,2,5,17,23.499454749
201701435762,0,1,4,60,250,60,1,2,3,21,58.907637201
201701435773,0,1,4,60,250,60,1,2,3,21,58.907637201
201701436024,0,1,3,48,87,48,1,2,3,12,23.857577604
201701436224,0,1,3,70,138,70,2,2,3,16,26.875292293
201701436273,0,1,3,70,138,70,2,2,3,16,38.794216291
201701436282,0,1,3,70,138,70,2,2,3,16,26.875292293
201701436455,0,1,3,30,3296,30,1,2,12,14,23.648805202
201701436455,0,2,3,30,3296,30,1,2,12,14,23.648805202
201701436502,0,1,3,30,3296,30,1,2,6,14,24.34222027
201701436624,0,1,3,65,2883,65,1,2,3,13,23.546493196
201701437579,0,1,2,67,1925,67,1,2,5,8,24.396735444
201701437862,0,1,2,25,2087,25,1,2,16,8,22.85235309
201701437976,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701438190,0,1,4,46,362,46,1,2,9,22,25.256335562
201701438218,0,1,1,13,4016,13,1,2,3,3,24.157346062
201701438252,0,1,1,80,1800,80,1,2,3,2,24.147499322
201701438252,0,2,1,80,1800,80,1,2,3,2,24.147499322
201701438333,0,1,2,25,2091,25,1,2,3,8,66.93976022
201701438434,0,1,4,46,362,46,1,2,3,22,25.256335562
201701438506,0,1,4,64,308,64,1,2,3,23,26.743377229
201701438518,0,1,4,64,308,64,1,2,3,23,26.743377229
201701438554,0,1,2,25,2091,25,1,2,3,8,66.93976022
201701438624,0,1,4,46,369,46,1,2,5,22,48.831609694
201701438890,0,1,1,80,1800,80,1,2,3,2,24.147499322
201701438903,0,1,1,31,1708,31,1,2,5,2,24.503176565
201701438904,0,1,1,13,4016,13,1,2,3,3,24.157346062
201701439173,0,1,4,68,4056,68,1,2,3,23,31.102646209
201701439240,0,1,1,80,1800,80,1,2,3,2,24.147499322
201701439298,0,1,4,10,314,10,1,2,3,21,29.810851247
201701439719,0,1,3,75,1231,75,2,2,3,19,32.319480683
201701439776,0,1,3,75,1231,75,2,2,9,19,22.389819235
201701439832,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701439853,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701439927,0,1,3,75,1227,75,2,2,5,19,22.389819235
201701439930,0,1,3,75,1227,75,2,2,3,19,32.319480683
201701439960,0,1,3,75,1223,75,2,2,8,19,22.389819235
201701440027,0,1,3,75,1222,75,2,2,5,19,54.002812346
201701440149,0,1,4,56,189,189,1,2,12,20,27.561244315
201701440149,0,2,4,56,189,189,1,2,12,20,27.561244315
201701440260,0,1,3,75,1231,75,2,2,3,19,22.389819235
201701440370,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701440417,0,1,3,75,1230,75,2,2,3,19,32.319480683
201701440438,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701440450,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701440459,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701440470,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701440527,0,1,3,75,1227,75,2,2,3,19,22.389819235
201701440680,0,1,3,75,1225,75,2,2,14,19,22.389819235
201701440681,0,1,3,75,1225,75,2,2,3,19,22.389819235
201701440723,0,1,3,75,1231,75,2,2,9,19,22.389819235
201701440723,0,1,3,75,1231,75,2,2,12,19,22.389819235
201701440723,0,2,3,75,1231,75,2,2,9,19,22.389819235
201701440723,0,2,3,75,1231,75,2,2,12,19,22.389819235
201701440723,0,3,3,75,1231,75,2,2,9,19,22.389819235
201701440723,0,3,3,75,1231,75,2,2,12,19,22.389819235
201701440723,0,4,3,75,1231,75,2,2,9,19,22.389819235
201701440723,0,4,3,75,1231,75,2,2,12,19,22.389819235
201701440776,0,1,3,75,1231,75,2,2,14,19,22.389819235
201701440791,0,1,3,75,1230,75,2,2,3,19,22.389819235
201701440895,0,1,3,75,1225,75,2,2,8,19,22.389819235
201701441031,0,1,4,41,163,41,1,2,3,22,25.079944223
201701441250,0,1,4,56,206,206,1,2,12,20,27.561244315
201701441283,0,1,4,68,4056,68,1,2,5,23,31.102646209
201701441779,0,1,3,12,457,12,1,2,3,12,23.507377501
201701441830,0,1,3,12,457,12,1,2,3,12,23.507377501
201701441958,0,1,3,59,503,59,1,2,3,10,24.053779742
201701442115,0,1,3,12,459,12,1,2,3,12,23.507377501
201701442895,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701442913,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701442985,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701442985,0,2,1,66,1750,66,1,2,3,1,25.275936572
201701443030,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701443075,0,1,1,66,1750,66,1,2,8,1,25.275936572
201701443200,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701443288,0,1,3,65,2883,65,1,2,5,13,23.546493196
201701443292,0,1,1,66,1750,66,1,2,5,1,25.275936572
201701443333,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701443423,0,1,3,83,2810,83,1,2,16,13,23.853715915
201701443608,0,1,2,67,1919,67,1,2,3,8,23.019097849
201701443629,0,1,2,27,893,27,1,2,3,6,22.513300365
201701443730,0,1,4,46,362,46,1,2,1,22,25.256335562
201701444231,0,1,3,51,1098,51,1,2,3,10,23.541237328
201701444243,0,1,3,51,1114,51,1,2,8,10,22.870639146
201701444584,0,1,3,51,1078,51,1,2,3,10,23.541237328
201701444600,0,1,3,51,1098,51,1,2,5,10,23.541237328
201701444652,0,1,3,51,1098,51,1,2,2,10,23.541237328
201701444734,0,1,3,51,1098,51,1,2,16,10,23.541237328
201701444969,0,1,3,51,1078,51,1,2,14,10,23.541237328
201701444973,0,1,3,51,1098,51,1,2,3,10,23.541237328
201701445191,0,1,3,51,1098,51,1,2,5,10,23.541237328
201701445364,0,1,3,51,1098,51,1,2,3,10,23.541237328
201701445474,0,1,4,46,362,46,1,2,3,22,25.256335562
201701445637,0,1,3,35,2793,35,1,2,9,13,22.941344585
201701445999,0,1,3,83,2810,83,1,2,3,13,23.174216435
201701446113,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701446424,0,1,1,72,1723,72,1,2,3,1,24.639399691
201701446602,0,1,1,66,1750,66,1,2,3,1,25.275936572
201701446683,0,1,1,72,1723,72,1,2,3,1,26.070024577
201701447032,0,1,1,80,1800,80,1,2,5,2,24.147499322
201701447347,0,1,1,66,1750,66,1,2,16,1,25.275936572
201701447515,0,1,1,31,1709,31,1,2,3,2,24.503176565
201701447515,0,2,1,31,1709,31,1,2,3,2,24.503176565
201701447678,0,1,2,67,1919,67,1,2,5,8,23.019097849
201701447678,0,2,2,67,1919,67,1,2,5,8,23.019097849
201701447844,0,1,1,31,1714,31,1,2,3,2,28.691755288
201701447870,0,1,1,80,1800,80,1,2,3,2,25.549563247
201701447921,0,1,4,56,206,206,1,2,8,20,27.561244315
201701447936,0,1,4,56,206,206,1,2,6,20,27.561244315
201701447998,0,1,3,82,2152,82,2,2,3,19,23.014580738
201701448652,0,1,3,33,1484,33,1,2,3,11,23.190145816
201701448873,0,1,1,72,1736,72,1,2,3,1,30.79329183
201701448993,0,1,4,46,362,46,1,2,5,22,25.256335562
201701449317,0,1,1,80,1800,80,1,2,6,2,24.147499322
201701449403,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701449446,0,1,4,46,362,46,1,2,5,22,25.256335562
201701449557,0,1,3,35,2793,35,1,2,5,13,23.614015947
201701450030,0,1,3,83,2810,83,1,2,3,13,23.853715915
201701450165,0,1,2,67,1919,67,1,2,3,8,23.019097849
